rating,totalUserRatings,latitude,longitude,ZIP,city,stateFIPS,placeFIPS,totalPopulation,malePopulation,femalePopulation,medianAge,medianAgeMale,medianAgeFemale,whitePopulation,blackPopulation,asianPopulation,hispanicPopulation,medianHouseholdIncome,incomeBelow10k,income10kTo15k,income15kTo25k,perCapitaIncome,populationBelowPoverty,medianGrossRent,totalHousingUnits,ownerOccupiedHousingUnits,renterOccupiedHousingUnits,medianHomeValue,medianMonthlyHousingCosts,medianYearStructureBuilt,totalEducationPopulation,bachelorsDegree,mastersDegree,doctorateDegree,employedPopulation,occupationData,managementOccupation,serviceOccupation,foreignBornPopulation,notHispanicWhitePopulation,notHispanicBlackPopulation,commuters,meanTravelTime,carAvailability,disabilityPopulation,healthInsurancePopulation,householdPopulation,singleParentHouseholds,marriedPopulation,place,successMetric,nearestDistanceToTRH,successProbability,predictedLabel,existingLocation,ZIP3
4.4,4042.0,33.339564,-86.7815464,35124.0,pelham,1,58848,23707,11351,12356,40.4,40.2,40.7,18887,2482,378,3118,79268,407,192,188,39660,1281,1159.0,9769,7751,1511,198500.0,1159.0,1998,16588,2740,4522,1763,12858,12553,76595,51875,3118,2252,378,12381,313345,9262,23690,23690,9262,6166,19511,58848.0,17784.800000000003,44.02974252070678,0.0,0,1,351
3.9,155.0,32.4573787,-86.4022052,36066.0,prattville,1,62328,36599,17866,18733,37.3,35.6,38.9,27179,7225,697,1280,64613,731,362,890,32118,5105,1084.0,15002,9338,4933,170600.0,1084.0,1992,24515,5402,4997,2782,16957,16425,60547,37776,1280,7210,697,17003,353910,14271,35372,35372,14271,10091,29471,62328.0,604.5,15.531515956512994,0.0,0,1,360
3.8,471.0,32.613434,-85.3982751,36804.0,opelika,1,57048,30589,14638,15951,40.7,39.0,41.9,16308,12619,1021,1473,50488,1114,882,413,26961,4564,754.0,13392,8311,3929,153400.0,754.0,1988,21417,4695,3975,2124,15088,14514,49539,29744,1473,12289,946,14210,264175,12240,30088,30088,12240,7539,24604,57048.0,1789.8,26.60039225943603,0.0,0,1,368
4.1,4313.0,32.3619659,-86.1611163,36117.0,montgomery,1,51000,199054,93381,105673,36.0,33.8,38.0,62629,121031,6460,7546,49608,7394,5225,4445,28720,38572,905.0,93258,42915,36416,121100.0,905.0,1978,131256,25567,25515,13925,92967,86651,61396,30824,7546,120653,6453,86060,1632355,79331,194145,194145,79331,46496,159128,51000.0,17683.3,15.53151595651303,0.0,0,1,361
3.8,1039.0,33.6096221,-85.7869486,36203.0,oxford,1,57576,21282,10977,10305,37.3,34.7,39.4,15937,3046,539,1679,63156,289,272,296,30233,1936,807.0,8867,5468,2318,141500.0,807.0,1987,14580,3420,1864,1064,10570,10207,57594,40603,1679,3046,539,10087,227270,7786,21088,21088,7786,5417,16933,57576.0,3948.2,57.0130341460544,0.0,0,1,362
4.2,3880.0,31.2590774,-85.4343034,36303.0,dothan,1,21184,68608,32827,35781,40.0,37.2,42.4,41369,23838,934,2336,48377,2207,1705,1546,29700,12156,767.0,31811,15893,10788,152700.0,767.0,1980,47659,11329,7851,3271,30940,29127,61525,31640,2336,23733,922,28889,543860,26681,67625,67625,26681,16820,55586,21184.0,16296.0,76.09032632097367,0.0,0,1,363
4.2,4296.0,34.7560934,-86.7135554,35806.0,huntsville,1,37000,199845,97179,102666,36.8,35.4,38.2,119387,63495,5150,12664,56758,5616,5187,4594,36762,29139,868.0,94882,49278,37683,184500.0,868.0,1981,135821,19057,36036,17874,103913,98667,81349,32678,12664,62834,5141,97626,1758590,86961,195531,195531,86961,49642,165955,37000.0,18043.2,20.073776182286444,0.0,0,1,358
4.0,2540.0,33.1993096,-87.5250279,35404.0,tuscaloosa,1,77256,100633,48571,52062,29.5,27.9,31.2,51210,44378,2493,2821,44507,4596,2675,2089,26891,21237,858.0,48572,17711,19038,190100.0,858.0,1987,58511,13725,12769,6222,49158,45686,63950,30828,2821,44220,2488,44795,808205,36749,99716,99716,36749,19819,85475,77256.0,10160.0,44.029742520706726,0.0,0,1,354
4.0,3958.0,30.6766404,-88.1846293,36608.0,mobile,1,50000,189994,89209,100785,37.3,35.4,38.8,82758,97086,3330,5147,43456,8440,4734,6503,27810,37085,873.0,92398,40456,37633,134100.0,873.0,1973,129306,33218,25893,9850,88453,82913,55561,35464,5147,96730,3330,81899,1736150,78089,186215,186215,78089,43471,156504,50000.0,15832.0,36.849730556375725,0.0,0,1,366
4.2,816.0,30.364694,-87.6824626,36535.0,foley,1,26992,19337,8765,10572,51.7,48.3,53.0,16462,1398,257,1714,48373,553,704,538,28190,2182,785.0,9920,6247,2427,194900.0,785.0,1999,15227,3942,2484,907,8181,7777,56886,25256,1714,1398,257,7429,136200,8674,19162,19162,8674,4948,17159,26992.0,3427.2000000000003,28.966326989388488,0.0,0,1,365
4.3,2533.0,34.836179,-87.6319264,35630.0,florence,1,26896,40652,18904,21748,34.5,33.0,35.8,30693,7733,402,1698,39735,1749,1142,1689,25424,7624,655.0,20371,8839,8654,142000.0,655.0,1973,26114,6476,4504,2029,18607,17425,42600,30174,1698,7508,402,17219,299925,17493,39887,39887,17493,9357,33976,26896.0,10891.9,41.719757282271246,0.0,0,1,356
4.3,2822.0,34.5626964,-86.9771373,35601.0,decatur,1,20104,54344,26572,27772,40.4,39.2,42.1,36123,12128,143,7574,49296,1726,1102,1164,30146,8278,692.0,24811,14380,7965,141000.0,692.0,1977,37320,9044,5825,1958,25192,23784,52020,32297,7574,11936,143,23502,446995,22345,53576,53576,22345,13415,44222,20104.0,12134.6,20.073776182286306,0.0,0,1,356
4.2,144.0,33.5322827,-112.2682382,85305.0,glendale,4,27820,250290,123451,126839,33.8,32.4,35.5,174361,18200,11066,97725,56991,5952,3639,3168,26395,42444,1051.0,89156,46359,36724,231200.0,1051.0,1985,158928,38377,22116,9441,123570,116454,60564,33519,97725,17289,10938,115384,3069545,83083,247976,247976,83083,55439,196643,27820.0,604.8000000000001,5.246754038543742,0.0,0,1,853
4.4,7714.0,33.5786621,-112.1182816,85051.0,phoenix,4,55000,1658422,828085,830337,33.9,33.3,34.6,1131594,117807,64060,707268,60914,31872,21425,21477,31427,264738,1100.0,626977,322758,258077,250800.0,1100.0,1983,1070083,206744,198257,82310,869259,822717,70296,31396,707268,111443,62058,810662,19508075,580835,1647995,1647995,580835,370384,1303586,55000.0,33941.600000000006,7.764163031576988,0.0,0,1,850
4.4,6633.0,33.3383681,-111.9704409,85284.0,tempe,4,73000,191607,100480,91127,29.8,29.3,30.4,124345,15987,17522,42255,61290,6928,2506,2612,33205,33513,1230.0,83039,30698,45520,287600.0,1230.0,1982,121374,15220,32757,16824,115580,108576,64383,45184,42255,15247,17261,106955,2083425,76218,191238,191238,76218,35889,168503,73000.0,29185.2,10.084267918447342,0.0,0,1,852
4.4,5905.0,33.4673155,-112.221091,85035.0,phoenix,4,55000,1658422,828085,830337,33.9,33.3,34.6,1131594,117807,64060,707268,60914,31872,21425,21477,31427,264738,1100.0,626977,322758,258077,250800.0,1100.0,1983,1070083,206744,198257,82310,869259,822717,70296,31396,707268,111443,62058,810662,19508075,580835,1647995,1647995,580835,370384,1303586,55000.0,25982.000000000004,5.246754038543672,0.0,0,1,850
4.4,5018.0,33.6317739,-112.2371815,85382.0,peoria,4,54050,172109,82614,89495,40.3,38.8,41.7,137631,5431,9579,33692,76423,2726,1566,2101,35936,14614,1340.0,68149,46166,16014,282200.0,1340.0,1997,118593,22679,26179,10708,84588,80832,77012,39102,33692,4880,9392,80017,2084815,62180,170908,170908,62180,44342,138591,54050.0,22079.2,7.102830521475566,0.0,0,1,853
4.4,6713.0,33.3851638,-111.8049196,85204.0,mesa,4,46000,508918,251298,257620,36.2,34.5,38.1,398303,22276,10574,140500,61640,8594,6603,7693,30903,67209,1105.0,214831,116424,70079,245500.0,1105.0,1987,340732,71658,64219,23722,258661,245382,65123,33264,140500,21340,10256,242369,5590180,186503,507092,507092,186503,123118,406883,46000.0,29537.2,7.457131806237832,0.0,0,1,852
4.3,1673.0,32.880274,-111.704851,85122.0,casa grande,4,10530,57318,28665,28653,36.1,33.3,39.2,41478,1894,758,25692,55236,1196,740,621,30290,8368,1022.0,22795,12255,6761,162000.0,1022.0,2001,36761,8949,4440,1905,24876,23204,56961,35797,25692,1543,635,22968,497640,19016,57254,57254,19016,13278,44769,10530.0,7193.9,27.91295601354149,0.0,0,1,851
4.5,4553.0,32.3606036,-111.0932403,85743.0,tucson,4,77000,545340,270117,275223,34.0,32.6,35.5,378124,26822,17325,241091,45227,19735,12904,13859,24468,108159,861.0,240782,111663,104280,165900.0,861.0,1978,349743,62766,60021,28339,270182,249855,52712,27702,241091,24815,16652,249250,5199520,215943,527301,527301,215943,117857,451702,77000.0,20488.5,15.018612319055132,0.0,0,1,857
4.4,5570.0,33.3237473,-111.68755,85212.0,mesa,4,46000,508918,251298,257620,36.2,34.5,38.1,398303,22276,10574,140500,61640,8594,6603,7693,30903,67209,1105.0,214831,116424,70079,245500.0,1105.0,1987,340732,71658,64219,23722,258661,245382,65123,33264,140500,21340,10256,242369,5590180,186503,507092,507092,186503,123118,406883,46000.0,24508.000000000004,6.659269643113019,0.0,0,1,852
4.4,3515.0,33.27805,-111.78908,85296.0,gilbert,4,27400,248349,121306,127043,34.5,33.9,35.1,202516,9984,13622,43078,99154,2097,1054,878,39073,12649,1580.0,84437,58571,21143,348000.0,1580.0,2001,152938,21902,45690,17654,131324,125950,83013,39737,43078,9523,13278,124660,2964785,79714,248232,248232,79714,61354,188011,27400.0,15466.000000000002,6.659269643113125,0.0,0,1,852
4.3,4924.0,35.2031349,-111.6153581,86004.0,flagstaff,4,23620,73319,36605,36714,24.9,26.0,23.5,56611,1441,2222,14468,58685,1762,1211,1019,26969,10000,1286.0,28401,11443,13023,362700.0,1286.0,1989,36513,4783,11120,4720,40025,36933,59818,39397,14468,1362,2135,35794,510530,24466,72607,72607,24466,12413,62242,23620.0,21173.2,63.69896430287295,0.0,0,1,860
4.4,3155.0,34.5481298,-112.4061837,86303.0,prescott,4,57380,43463,21263,22200,59.1,58.8,59.6,39552,240,833,3458,58562,919,988,1062,40348,4726,904.0,22826,13879,5918,362300.0,904.0,1990,34712,5160,7293,3949,15928,14945,43523,40709,3458,240,812,14642,225285,19797,43009,43009,19797,11656,39317,57380.0,13882.000000000002,59.91900090391078,0.0,0,1,863
4.3,5037.0,33.4640823,-112.3871787,85395.0,goodyear,4,28380,83519,39695,43824,39.6,39.2,39.8,58983,5985,3427,24196,85217,655,223,392,34968,5120,1435.0,30520,21372,5644,310500.0,1435.0,2005,57204,10058,11211,5480,38121,35731,88969,52679,24196,5797,3300,35517,994205,27016,78979,78979,27016,21078,66552,28380.0,21659.1,8.31677348749394,0.0,0,1,853
4.4,4130.0,33.7148854,-112.1158096,85085.0,phoenix,4,55000,1658422,828085,830337,33.9,33.3,34.6,1131594,117807,64060,707268,60914,31872,21425,21477,31427,264738,1100.0,626977,322758,258077,250800.0,1100.0,1983,1070083,206744,198257,82310,869259,822717,70296,31396,707268,111443,62058,810662,19508075,580835,1647995,1647995,580835,370384,1303586,55000.0,18172.0,9.037770366137128,0.0,0,1,850
4.5,1985.0,33.5555969,-111.8803292,85258.0,scottsdale,4,65000,254995,124596,130399,47.7,45.9,49.2,220710,5274,13188,25883,91042,4631,2730,2971,64992,17134,1452.0,139189,78480,39494,493200.0,1452.0,1989,199062,20586,70752,31155,136950,132360,95685,35441,25883,5232,13066,130386,2349045,117974,253876,253876,117974,65823,224277,65000.0,8932.5,12.552282260279298,0.0,0,1,852
4.4,4397.0,33.6519966,-112.3685194,85374.0,surprise,4,71510,139007,65825,73182,41.9,41.5,42.4,115442,7466,3863,28068,71192,1888,746,1115,31086,10515,1443.0,56632,37902,12297,258700.0,1443.0,2003,95206,20681,18146,7771,59402,56595,66789,35104,28068,7032,3752,55870,1559620,50199,137969,137969,50199,38329,111037,71510.0,19346.800000000003,7.682866101346153,0.0,0,1,853
4.4,6258.0,32.2194805,-110.8583999,85711.0,tucson,4,77000,545340,270117,275223,34.0,32.6,35.5,378124,26822,17325,241091,45227,19735,12904,13859,24468,108159,861.0,240782,111663,104280,165900.0,861.0,1978,349743,62766,60021,28339,270182,249855,52712,27702,241091,24815,16652,249250,5199520,215943,527301,527301,215943,117857,451702,77000.0,27535.2,8.242572829047614,0.0,0,1,857
4.4,4533.0,32.6999205,-114.6130382,85364.0,yuma,4,85540,97428,50315,47113,31.8,29.8,34.6,68409,2814,2186,57674,52183,2787,1852,1899,26679,15698,917.0,41714,22769,12575,152300.0,917.0,1989,60075,12135,7549,3276,42548,38997,61282,24464,57674,2238,2057,41821,669705,35344,93098,93098,35344,25178,75987,85540.0,19945.2,117.09705427392872,0.0,0,1,853
4.4,2920.0,31.5305251,-110.2579192,85650.0,sierra vista,4,66820,43756,21935,21821,36.7,35.1,39.2,32462,3724,1740,10599,59585,773,1023,832,32406,5045,977.0,20118,10506,7311,174100.0,977.0,1988,29275,4684,5673,2889,16588,15501,64236,44231,10599,3244,1739,19092,317380,17817,39553,39553,17817,11095,35258,66820.0,12848.000000000002,59.22238212631861,0.0,0,1,856
4.3,4117.0,32.1641306,-110.9832756,85714.0,tucson,4,77000,545340,270117,275223,34.0,32.6,35.5,378124,26822,17325,241091,45227,19735,12904,13859,24468,108159,861.0,240782,111663,104280,165900.0,861.0,1978,349743,62766,60021,28339,270182,249855,52712,27702,241091,24815,16652,249250,5199520,215943,527301,527301,215943,117857,451702,77000.0,17703.1,8.242572829047624,0.0,0,1,857
4.2,363.0,35.2337779,-91.7055007,72143.0,searcy,5,63020,23673,11085,12588,28.8,25.7,30.6,19651,2289,406,1454,39650,941,417,597,20389,3847,714.0,9668,4177,3989,145900.0,714.0,1989,12859,3509,2045,1436,9438,8760,50640,24291,1454,2289,406,8656,139060,8166,23386,23386,8166,5011,19154,63020.0,1524.6,41.633464123620826,0.0,0,1,721
4.4,1464.0,35.0720183,-92.4154299,72032.0,conway,5,15190,66776,31292,35484,29.5,29.1,30.1,49198,11963,1302,2926,47999,2432,1089,1110,28198,11597,820.0,27485,11677,13112,179400.0,820.0,1996,38642,8202,9337,4931,34341,33219,53323,24458,2926,11891,1302,32969,668175,24789,65622,65622,24789,14306,54807,15190.0,6441.6,22.35157374551929,0.0,0,1,720
4.4,4223.0,34.7867491,-92.2293573,72116.0,north little rock,5,50450,66079,31475,34604,35.0,33.9,35.9,31724,28925,603,4065,43831,2869,1676,1880,28021,14560,867.0,32476,13491,14859,144100.0,867.0,1974,43845,11189,8126,3640,32334,30043,51119,34464,4065,28683,557,30050,570200,28350,65087,65087,28350,15256,51928,50450.0,18581.2,10.139791321771488,0.0,0,1,721
4.4,1990.0,36.2885589,-94.1593897,72758.0,rogers,5,60410,67787,32594,35193,33.0,32.5,33.3,54723,1275,1703,22539,65511,1139,899,901,35681,6572,937.0,25883,13927,10581,185200.0,937.0,1993,42653,10867,8971,3042,35568,34779,75505,30412,22539,1198,1658,34343,520785,24508,67323,67323,24508,17582,52059,60410.0,8756.0,55.69331695614885,0.0,0,1,727
4.3,3402.0,34.7327348,-92.3954495,72205.0,little rock,5,41000,198067,93997,104070,36.5,33.9,38.4,98874,80986,6150,14921,53620,6719,3213,3797,37188,29800,889.0,96399,45625,37900,172500.0,889.0,1977,133634,25720,32511,15575,101999,97726,67294,32344,14921,80938,5995,96705,1658385,83525,196039,196039,83525,46412,158891,41000.0,14628.6,10.139791321771446,0.0,0,1,722
4.4,2820.0,34.6050159,-92.5391723,72019.0,benton,5,5290,36360,17657,18703,37.5,36.3,38.6,30620,3838,565,1553,59994,368,659,719,30791,2887,841.0,15263,9443,4550,148700.0,841.0,1991,24440,6039,4159,1605,18715,18021,70296,38114,1553,3791,565,17873,414620,13993,35913,35913,13993,9256,28693,5290.0,12408.000000000002,12.023960228263697,0.0,0,1,720
4.5,3972.0,35.3513247,-94.3506129,72903.0,fort smith,5,24550,87788,43241,44547,36.7,35.2,38.4,55121,7688,5359,17184,45233,2754,1595,2117,29099,16321,703.0,39868,18397,17950,132800.0,703.0,1975,57900,12824,8870,3232,43159,40729,61412,29771,17184,7627,5347,39954,631675,36347,87056,87056,36347,22452,70595,24550.0,17874.0,65.63688522348923,0.0,0,1,729
4.4,1613.0,35.8225849,-90.6784449,72401.0,jonesboro,5,35710,77391,37407,39984,34.0,32.0,35.8,54905,16172,1403,4966,47062,2869,1640,1591,28582,14903,786.0,32901,15742,14381,161500.0,786.0,1990,48275,11399,8692,3603,38544,36128,54301,31127,4966,16096,1403,35329,611950,30123,76477,76477,30123,18991,61618,35710.0,7097.200000000001,66.3173742098726,0.0,0,1,724
4.1,4032.0,34.964458,-90.0023919,38637.0,horn lake,28,33700,27234,12877,14357,34.0,31.3,35.4,12527,12451,227,2197,52181,558,279,363,22125,4410,1067.0,10023,5308,3962,114300.0,1067.0,1991,16947,4669,2024,947,14373,13445,46756,32253,2197,12292,226,13308,356225,9270,27111,27111,9270,6685,21413,33700.0,16531.199999999997,20.711479456328547,0.0,0,1,386
4.5,4458.0,33.4624605,-94.070635,75503.0,texarkana,48,72368,36733,17379,19354,37.3,35.4,38.7,19017,14617,815,2885,46408,1928,933,924,29292,7709,797.0,16591,7404,6744,143300.0,797.0,1979,24232,5810,3966,1448,15727,14689,67500,36900,2885,14520,766,14635,226190,14148,35197,35197,14148,8767,28931,72368.0,20061.0,68.36552870594434,0.0,0,1,755
4.5,5942.0,34.424412,-117.380777,92344.0,hesperia,6,33434,95163,47797,47366,32.8,32.3,33.1,72732,3929,2443,56212,54149,1441,1724,1289,20228,17781,1217.0,28435,16911,10296,255500.0,1217.0,1985,57389,18424,4106,1610,38861,35244,46504,31881,56212,3743,2309,34356,1344365,27207,94943,94943,27207,21835,72412,33434.0,26739.0,20.009672826183053,0.0,0,1,923
4.3,658.0,32.6604462,-117.0789225,91950.0,national city,6,50398,61342,31137,30205,33.9,31.5,36.5,35958,3157,10870,37874,49176,1009,975,1019,23126,8929,1266.0,18179,5651,11518,428800.0,1266.0,1968,40264,9645,4734,1262,27858,25778,47477,27267,37874,2887,10739,31084,817235,17169,55024,55024,17169,12171,51168,50398.0,2829.4,12.148437756602457,0.0,0,1,919
4.3,2791.0,34.1348855,-117.3888404,92376.0,rialto,6,60466,103549,51128,52421,30.7,29.4,32.1,54253,13308,2426,77902,65538,950,1194,1230,21578,16155,1302.0,27422,16676,9458,330000.0,1302.0,1981,62438,18380,5117,1610,51542,46061,50432,31795,77902,12515,2197,45000,1428855,26134,103247,103247,26134,21581,79939,60466.0,12001.3,15.155191725517144,0.0,0,1,923
4.5,5546.0,37.6834435,-121.0502912,95350.0,modesto,6,48354,214485,105248,109237,34.7,33.0,36.7,146465,10646,16398,87401,62182,3001,3330,2506,28052,26366,1254.0,73906,39613,31500,300700.0,1254.0,1977,139468,35980,18754,5311,99744,91291,76314,43209,87401,10034,15987,88403,2392810,71113,213021,213021,71113,51091,166731,48354.0,24957.0,15.380855313214878,0.0,0,1,953
4.4,5342.0,38.4542464,-121.4082166,95624.0,elk grove,6,22020,173370,83463,89907,37.7,36.0,39.2,74754,19043,50141,32988,101776,1716,1012,1261,37252,13762,1734.0,54920,39635,13992,437100.0,1734.0,1999,113101,16125,27402,9567,86659,81859,81157,41357,32988,17970,49462,80101,2406135,53627,172917,172917,53627,43024,137317,22020.0,23504.800000000003,17.281242721491793,0.0,0,1,956
4.0,640.0,33.7379534,-116.2144616,92203.0,indio,6,36448,89996,43903,46093,39.8,38.6,41.2,48086,3600,2016,58432,53434,2579,1655,1575,28395,15281,1113.0,38875,24405,9401,290200.0,1113.0,1996,62411,19733,7036,2926,41826,37880,59993,34556,58432,3125,1937,36803,795265,33806,89352,89352,33806,20680,73187,36448.0,2560.0,55.279067248859626,0.0,0,1,922
4.3,1159.0,33.94023,-117.2668401,92553.0,moreno valley,6,49270,208751,102083,106668,31.3,30.4,32.5,67108,37225,11517,124797,70385,2123,1488,1628,22364,29064,1587.0,54089,32049,19496,335700.0,1587.0,1987,125521,32699,14288,5665,99691,91446,62852,32121,124797,36145,11136,88524,3115120,51545,208334,208334,51545,43510,159872,49270.0,4983.7,15.067310565827032,0.0,0,1,925
4.5,5624.0,33.8865504,-117.5215289,92879.0,corona,6,16350,168112,84051,84061,34.8,33.3,36.2,92352,10930,17656,80531,88434,1704,1321,1215,32545,15900,1705.0,49804,30481,17472,491000.0,1705.0,1990,108544,23416,20648,7299,85918,82235,86164,32133,80531,10062,17393,80739,2839145,47953,167306,167306,47953,38830,133474,16350.0,25308.0,15.06731056582705,0.0,0,1,928
4.5,4065.0,33.1825273,-117.327494,92054.0,oceanside,6,53322,175694,86396,89298,37.1,35.6,38.8,119849,7700,12763,66494,75411,2004,1825,2054,34768,16830,1803.0,65829,34885,26226,538200.0,1803.0,1983,120965,21131,25128,9693,91948,86712,75918,30162,66494,7343,12359,87493,2401545,61111,172265,172265,61111,41602,143131,53322.0,18292.5,33.403261904576006,0.0,0,1,920
4.6,6866.0,33.6861044,-117.1742448,92586.0,sun city,6,46842,92968,45601,47367,38.0,35.8,40.1,55410,6222,5280,34819,76824,960,887,1089,30891,6969,1657.0,31677,23041,6284,353000.0,1657.0,1998,63098,14972,8296,3605,40710,37703,86672,35927,34819,5947,5003,36698,1457330,29325,92433,92433,29325,22239,73827,46842.0,31583.6,18.345383172186835,0.0,0,1,925
4.1,1173.0,36.2900471,-119.3141226,93277.0,visalia,6,82954,133100,64536,68564,32.5,32.0,33.4,87965,3439,8435,69107,66668,2015,1287,1477,28376,19165,1085.0,46139,25950,17917,254600.0,1085.0,1985,82168,17049,12230,4664,61112,57818,71279,40232,69107,2877,7574,56149,1112405,43867,131663,131663,43867,32188,100830,82954.0,4809.299999999999,46.51378545754218,0.0,0,1,932
4.4,5469.0,38.6805561,-121.2720128,95610.0,citrus heights,6,13588,87665,42618,45047,37.6,35.6,40.1,69296,3108,3054,17471,65867,948,1237,1169,32176,9120,1364.0,35119,19795,14040,326700.0,1364.0,1976,62104,13083,9426,2614,46508,43725,63270,41603,17471,2912,2971,42721,1102050,33835,87371,87371,33835,21307,72986,13588.0,24063.6,17.281242721492,0.0,0,1,956
4.4,6553.0,37.6014159,-122.0672212,94587.0,union city,6,81204,75067,38698,36369,39.8,37.5,42.4,15248,3413,41510,14813,120772,674,296,244,43336,4199,2322.0,22540,14113,7610,812000.0,2322.0,1979,55139,11914,14741,6162,41258,39663,96645,40135,14813,3376,41112,29248,917090,21723,74945,74945,21723,17889,63448,81204.0,28833.2,34.547936706471084,0.0,0,1,945
4.2,832.0,37.5080955,-120.8772043,95380.0,turlock,6,80812,72715,34945,37770,34.5,34.4,34.6,52469,1609,4349,29132,60799,1289,1324,1408,28289,10823,1159.0,26238,13652,11792,329900.0,1159.0,1983,46529,10198,7679,2605,34039,31454,71667,38380,29132,1476,4280,30540,764300,25444,72187,72187,25444,17808,57702,80812.0,3494.4,15.38085531321486,0.0,0,1,953
4.4,5031.0,37.7546534,-121.465851,95304.0,tracy,6,80238,91462,46083,45379,33.9,32.7,35.3,46339,4814,16090,38461,95741,671,365,737,33961,7819,1862.0,27787,16684,10323,470400.0,1862.0,1994,57131,12822,9397,2196,47302,45000,81165,48836,38461,4645,15749,43150,1801635,27007,91275,91275,27007,21421,70577,80238.0,22136.4,23.238919554349543,0.0,0,1,953
4.3,5891.0,38.2897526,-122.0348809,94533.0,fairfield,6,23182,116544,57479,59065,35.0,33.8,36.4,52958,19499,18844,34747,86204,1231,786,621,35094,9937,1734.0,38539,21724,15119,433300.0,1734.0,1985,76892,15057,14946,5208,58257,54776,80988,41540,34747,18993,18428,55123,1681905,36843,113716,113716,36843,28057,92187,23182.0,25331.3,35.79781629082773,0.0,0,1,945
4.4,4876.0,36.808633,-119.848476,93711.0,fresno,6,27000,526147,259844,266303,31.4,30.7,32.2,291151,37814,75715,261751,53368,13399,10746,8816,24814,121485,1041.0,180020,79697,90440,256000.0,1041.0,1978,321425,61475,48572,15512,241764,218708,61901,29423,261751,36089,73892,212860,4466540,170137,520597,520597,170137,115275,400269,27000.0,21454.4,46.51378545754199,0.0,0,1,937
4.2,3083.0,35.3384514,-119.0378949,93304.0,bakersfield,6,3526,379879,187772,192107,31.0,30.0,31.9,232022,28145,27714,194159,65687,6574,5585,4046,27309,64679,1124.0,125143,70470,48098,258700.0,1124.0,1988,227859,50578,33950,12240,176076,162696,68571,37985,194159,26497,27159,158257,3531595,118568,377974,377974,118568,88421,285366,3526.0,12948.6,67.54589792232542,0.0,0,1,933
4.4,3455.0,32.8073156,-116.9640072,92020.0,el cajon,6,21712,103249,50717,52532,35.0,33.7,35.8,74670,6080,4466,27418,56367,2087,1987,1970,25940,19765,1398.0,34716,14020,19476,470800.0,1398.0,1973,67853,16158,10484,3476,49489,45658,63493,34750,27418,5417,4364,44666,1106345,33496,101652,101652,33496,23978,81118,21712.0,15202.000000000002,12.14843775660264,0.0,0,1,920
4.4,1958.0,36.0632347,-115.0475945,89014.0,henderson,32,31900,309955,153452,156503,43.0,42.1,43.6,223725,18621,27054,53743,75430,4850,2833,3978,40796,24519,1360.0,131804,77588,43147,341100.0,1360.0,1998,224917,48025,47714,19929,152177,141477,83029,36039,53743,17929,26464,139044,3034255,120735,308083,308083,120735,78657,256787,31900.0,8615.2,7.399733773424882,0.0,0,1,890
4.5,4634.0,39.4190254,-119.7531093,89521.0,reno,32,60600,250903,126469,124434,36.1,35.6,36.9,181145,7967,18057,60270,61860,5143,4140,4625,36358,31049,1107.0,112516,50244,55077,361100.0,1107.0,1988,172810,31331,37377,15130,138697,131317,67863,32298,60270,7425,17312,129437,2496005,105321,248451,248451,105321,57910,206911,60600.0,20853.0,96.15294783814826,0.0,0,1,895
4.5,1656.0,35.9872655,-115.1409337,89052.0,henderson,32,31900,309955,153452,156503,43.0,42.1,43.6,223725,18621,27054,53743,75430,4850,2833,3978,40796,24519,1360.0,131804,77588,43147,341100.0,1360.0,1998,224917,48025,47714,19929,152177,141477,83029,36039,53743,17929,26464,139044,3034255,120735,308083,308083,120735,78657,256787,31900.0,7452.0,7.399733773425066,0.0,0,1,890
4.4,1809.0,38.300018,-76.5115008,20619.0,california,24,12150,14730,7376,7354,34.9,34.7,35.2,10261,2969,278,901,97331,59,115,279,41807,1470,1631.0,5765,3401,2089,283300.0,1631.0,1993,9723,2305,2283,1061,8111,7746,64810,54688,901,2958,278,7927,194875,5490,14377,14377,5490,3766,11726,12150.0,7959.6,30.78929844803773,0.0,0,1,206
4.3,3815.0,42.3606216,-122.8621821,97504.0,medford,41,47000,82098,39614,42484,37.4,36.7,37.8,71478,809,1324,13285,52243,2368,1459,1416,28040,11883,1052.0,35103,17503,15628,278100.0,1052.0,1980,56131,11704,9608,3580,39547,37534,55818,31918,13285,800,1303,36743,572300,33131,81186,81186,33131,20498,65625,47000.0,16404.5,118.63296093260068,0.0,0,1,975
4.5,7423.0,36.2403115,-115.1248801,89030.0,north las vegas,32,51800,247248,121416,125832,33.1,32.1,34.1,118703,54187,16431,102243,60972,4099,1970,2501,24082,30954,1253.0,81881,45593,30630,260100.0,1253.0,2001,153832,42170,17871,6881,117316,108004,57079,34159,102243,52128,16199,107226,2857150,76223,243198,243198,76223,56491,189174,51800.0,33403.5,12.972378746634616,0.0,0,1,890
4.5,2248.0,39.9573446,-104.7734181,80601.0,brighton,8,8675,38355,19849,18506,34.0,32.2,35.8,30498,1080,1015,13803,74813,432,343,346,31348,3129,1363.0,12183,7682,4179,337100.0,1363.0,1996,24966,6535,3479,1436,19583,18742,70973,47813,13803,1042,990,18529,555660,11861,36674,36674,11861,8516,29359,8675.0,10116.0,12.41966604310501,0.0,0,1,806
